date_range,raw_metar
2010-11-01,201011181110 METAR VABB 181110Z 29008KT 5000 FU FEW020 FEW025TCU 31/22 Q1008 NOSIG=
2010-11-01,201011181105 METAR VABB NIL=
2010-11-01,201011181040 METAR VABB 181040Z 30009KT 5000 FU FEW025 FEW025TCU 31/23 Q1008 NOSIG=
2010-11-01,201011181010 METAR VABB 181010Z 28007KT 5000 FU FEW020 SCT025 33/23 Q1008 NOSIG=
2010-11-01,201011181005 METAR VABB NIL=
2010-11-01,201011180910 METAR VABB 180910Z 15005KT 6000 FEW020 SCT025 33/21 Q1008 NOSIG=
2010-11-01,201011180905 METAR VABB NIL=
2010-11-01,201011180840 METAR VABB 180840Z 14007KT 6000 FEW020 SCT025 33/22 Q1009 NOSIG=
2010-11-01,201011180810 METAR VABB 180810Z 13008KT 6000 FEW020 SCT025 33/22 Q1009 NOSIG=
2010-11-01,201011180805 METAR VABB NIL=
2010-11-01,201011180740 METAR VABB 180740Z 13008KT 6000 FEW020 SCT025 33/21 Q1010 NOSIG=
2010-11-01,201011180710 METAR VABB 180710Z 12008KT 6000 FEW020 33/21 Q1010 NOSIG=
2010-11-01,201011180705 METAR VABB NIL=
2010-11-01,201011180640 METAR VABB 180640Z 08007KT 5000 FU FEW020 SCT100 33/22 Q1011 BECMG 6000=
2010-11-01,201011180610 METAR VABB 180610Z 12008KT 5000 FU FEW020 SCT100 33/21 Q1011 NOSIG=
2010-11-01,201011180605 METAR VABB NIL=
2010-11-01,201011180540 METAR VABB 180540Z 09009KT 5000 FU SCT100 32/22 Q1012 NOSIG=
2010-11-01,201011180510 METAR VABB 180510Z 11009KT 5000 FU SCT100 32/22 Q1012 NOSIG=
2010-11-01,201011180505 METAR VABB NIL=
2010-11-01,201011180440 METAR VABB 180440Z 11008KT 5000 FU SCT100 31/22 Q1012 NOSIG=
2010-11-01,201011180405 METAR VABB NIL=
2010-11-01,201011180310 METAR VABB 180310Z 08006KT 4500 FU FEW025 SCT100 29/22 Q1012 BECMG 5000=
2010-11-01,201011180305 METAR VABB NIL=
2010-11-01,201011180240 METAR VABB 180240Z 06005KT 4000 FU SCT100 28/22 Q1012 NOSIG=
2010-11-01,201011180210 METAR VABB 180210Z 05005KT 4000 HZ FEW020 27/22 Q1011 NOSIG=
2010-11-01,201011180205 METAR VABB NIL=
2010-11-01,201011180140 METAR VABB 180140Z 03006KT 4000 HZ SCT020 SCT025 26/22 Q1011 NOSIG=
2010-11-01,201011180110 METAR VABB 180110Z 03005KT 4000 HZ SCT020 SCT025 26/23 Q1010 NOSIG=
2010-11-01,201011180105 METAR VABB NIL=
2010-11-01,201011180040 METAR VABB 180040Z 05008KT 4000 HZ SCT020 SCT100 27/23 Q1010 NOSIG=
2010-11-01,201011180005 METAR VABB NIL=
2010-11-01,201011172340 METAR VABB 172340Z 03003KT 3100 FU SCT020 BKN100 27/23 Q1010 NOSIG=
2010-11-01,201011172310 METAR VABB 172310Z 09005KT 3100 FU SCT020 BKN100 27/23 Q1010 NOSIG=
2010-11-01,201011172305 METAR VABB NIL=
2010-11-01,201011172240 METAR VABB 172240Z 08005KT 3500 FU SCT020 BKN100 28/23 Q1010 NOSIG=
2010-11-01,201011172210 METAR VABB 172210Z 09003KT 3500 FU SCT020 BKN100 28/23 Q1010 NOSIG=
2010-11-01,201011172205 METAR VABB NIL=
2010-11-01,201011172140 METAR VABB 172140Z 08003KT 4000 FU SCT020 BKN100 28/23 Q1009 NOSIG=
2010-11-01,201011172110 METAR VABB 172110Z 08004KT 4000 FU SCT020 BKN100 28/23 Q1010 TEMPO 3000 FU=
2010-11-01,201011172105 METAR VABB NIL=
2010-11-01,201011172040 METAR VABB 172040Z 10006KT 4000 FU SCT020 SCT100 28/23 Q1010 TEMPO 3000 FU=
2010-11-01,201011172010 METAR VABB 172010Z 09004KT 4000 FU SCT020 SCT100 28/23 Q1010 TEMPO 3000 FU=
2010-11-01,201011172005 METAR VABB NIL=
2010-11-01,201011171910 METAR VABB 171910Z 03004KT 3000 FU SCT020 SCT100 28/23 Q1010 NOSIG=
2010-11-01,201011171905 METAR VABB NIL=
2010-11-01,201011171840 METAR VABB 171840Z 35004KT 3000 FU FEW020 SCT100 29/23 Q1010 NOSIG=
2010-11-01,201011171805 METAR VABB NIL=
2010-11-01,201011171740 METAR VABB 171740Z 02004KT 2500 FU FEW100 29/24 Q1011 NOSIG=
2010-11-01,201011171710 METAR VABB 171710Z 35006KT 2500 FU FEW100 29/24 Q1011 NOSIG=
2010-11-01,201011171705 METAR VABB NIL=
2010-11-01,201011171640 METAR VABB 171640Z 36003KT 2700 FU FEW100 29/24 Q1011 NOSIG=
2010-11-01,201011171610 METAR VABB 171610Z 35006KT 2500 FU FEW100 29/24 Q1011 NOSIG=
2010-11-01,201011171605 METAR VABB NIL=
2010-11-01,201011171540 METAR VABB 171540Z 34006KT 2500 FU NSC 29/25 Q1010 NOSIG=
2010-11-01,201011171510 METAR VABB 171510Z 35005KT 330V070 2400 FU NSC 29/24 Q1010 NOSIG=
2010-11-01,201011171505 METAR VABB NIL=
2010-11-01,201011171440 METAR VABB 171440Z 31004KT 300V060 2500 FU NSC 29/24 Q1009 NOSIG=
2010-11-01,201011171410 METAR VABB 171410Z 35005KT 2500 FU NSC 30/24 Q1009 NOSIG=
2010-11-01,201011171405 METAR VABB NIL=
2010-11-01,201011171340 METAR VABB 171340Z 31005KT 2500 FU NSC 30/24 Q1008 NOSIG=
2010-11-01,201011171310 METAR VABB 171310Z 34004KT 2500 FU NSC 30/25 Q1008 NOSIG=
2010-11-01,201011171305 METAR VABB NIL=
2010-11-01,201011171240 METAR VABB 171240Z 30006KT 2500 FU FEW025 30/24 Q1007 NOSIG=
2010-11-01,201011171210 METAR VABB 171210Z 31006KT 2800 FU FEW025 31/24 Q1007 NOSIG=
2010-11-01,201011171205 METAR VABB NIL=
2010-11-01,201011171110 METAR VABB 171110Z 28009KT 3200 FU FEW025 31/24 Q1007 BECMG 3000=
2010-11-01,201011171105 METAR VABB NIL=
2010-11-01,201011171040 METAR VABB 171040Z 28010KT 3300 FU FEW025 31/24 Q1007 NOSIG=
2010-11-01,201011171010 METAR VABB 171010Z 28008KT 3500 FU SCT020 SCT025 32/23 Q1007 NOSIG=
2010-11-01,201011171005 METAR VABB NIL=
2010-11-01,201011170940 METAR VABB 170940Z 29010KT 3500 FU FEW020 SCT025 32/24 Q1007 NOSIG=
2010-11-01,201011170910 METAR VABB 170910Z VRB03KT 4500 FU FEW020 SCT025 33/23 Q1007 BECMG 4000=
2010-11-01,201011170905 METAR VABB NIL=
2010-11-01,201011170840 METAR VABB 170840Z 04004KT 340V090 5000 FU FEW020 SCT025 33/21 Q1007 NOSIG=
2010-11-01,201011170810 METAR VABB 170810Z 11003KT 5000 FU FEW025 34/22 Q1008 NOSIG=
2010-11-01,201011170805 METAR VABB NIL=
2010-11-01,201011170740 METAR VABB 170740Z 10005KT 5000 FU FEW100 33/22 Q1009 NOSIG=
2010-11-01,201011170710 METAR VABB 170710Z 11008KT 5000 FU FEW100 33/22 Q1009 NOSIG=
2010-11-01,201011170705 METAR VABB NIL=
2010-11-01,201011170640 METAR VABB 170640Z 09006KT 5000 FU NSC 33/22 Q1010 NOSIG=
2010-11-01,201011170610 METAR VABB 170610Z 10009KT 5000 FU NSC 32/22 Q1010 NOSIG=
2010-11-01,201011170605 METAR VABB NIL=
2010-11-01,201011170510 METAR VABB 170510Z 09007KT 3500 FU NSC 31/23 Q1011 BECMG 5000 FU=
2010-11-01,201011170505 METAR VABB NIL=
2010-11-01,201011170440 METAR VABB 170440Z 10008KT 3500 FU NSC 31/23 Q1011 NOSIG=
2010-11-01,201011170410 METAR VABB 170410Z 09006KT 3000 FU FEW020 30/23 Q1011 NOSIG=
2010-11-01,201011170405 METAR VABB NIL=
2010-11-01,201011170310 METAR VABB 170310Z 05004KT 2600 HZ FEW020 28/24 Q1011 NOSIG=
2010-11-01,201011170305 METAR VABB NIL=
2010-11-01,201011170240 METAR VABB 170240Z 10005KT 2200 HZ FEW100 28/24 Q1011 NOSIG=
2010-11-01,201011170210 METAR VABB 170210Z 00000KT 2100 HZ FEW020 27/24 Q1010 NOSIG=
2010-11-01,201011170205 METAR VABB NIL=
2010-11-01,201011170140 METAR VABB 170140Z 00000KT 2200 HZ FEW020 27/24 Q1010 NOSIG=
2010-11-01,201011170110 METAR VABB 170110Z 09003KT 2100 HZ FEW020 27/24 Q1009 NOSIG=
2010-11-01,201011170105 METAR VABB NIL=
2010-11-01,201011170040 METAR VABB 170040Z 10003KT 1800 HZ FEW020 27/24 Q1009 NOSIG=
2010-11-01,201011170010 METAR VABB 170010Z 08004KT 2100 HZ FEW020 27/24 Q1008 NOSIG=
2010-11-01,201011170005 METAR VABB NIL=
2010-11-01,201011162340 METAR VABB 162340Z 05003KT 2200 HZ FEW020 27/24 Q1008 NOSIG=
2010-11-01,201011162310 METAR VABB 162310Z 00000KT 2300 HZ FEW020 SCT100 27/25 Q1008 NOSIG=
2010-11-01,201011162305 METAR VABB NIL=
2010-11-01,201011162240 METAR VABB 162240Z 00000KT 2000 HZ FEW020 27/25 Q1008 NOSIG=
2010-11-01,201011162210 METAR VABB 162210Z 04003KT 2000 HZ FEW020 27/25 Q1008 NOSIG=
2010-11-01,201011162205 METAR VABB NIL=
2010-11-01,201011162110 METAR VABB 162110Z 07003KT 2500 FU FEW020 27/25 Q1008 NOSIG=
2010-11-01,201011162105 METAR VABB NIL=
2010-11-01,201011162040 METAR VABB 162040Z 00000KT 2200 FU FEW020 27/25 Q1009 NOSIG=
2010-11-01,201011162010 METAR VABB 162010Z 13003KT 2500 FU FEW100 27/25 Q1009 NOSIG=
2010-11-01,201011162005 METAR VABB NIL=
2010-11-01,201011161940 METAR VABB 161940Z 13004KT 2500 FU FEW020 28/24 Q1009 NOSIG=
2010-11-01,201011161910 METAR VABB 161910Z 09003KT 3000 FU FEW020 SCT100 28/24 Q1010 NOSIG=
2010-11-01,201011161905 METAR VABB NIL=
2010-11-01,201011161840 METAR VABB 161840Z 00000KT 3000 FU FEW020 SCT100 28/24 Q1010 NOSIG=
2010-11-01,201011161805 METAR VABB NIL=
2010-11-01,201011161740 METAR VABB 161740Z 36003KT 2500 FU FEW020 SCT100 28/25 Q1011 NOSIG=
2010-11-01,201011161710 METAR VABB 161710Z 35007KT 2400 HZ FEW020 SCT100 28/24 Q1011 NOSIG=
2010-11-01,201011161705 METAR VABB NIL=
2010-11-01,201011161640 METAR VABB 161640Z 33006KT 2400 HZ FEW020 SCT100 28/24 Q1011 NOSIG=
2010-11-01,201011161610 METAR VABB 161610Z 34006KT 2500 HZ FEW020 SCT100 29/24 Q1010 NOSIG=
2010-11-01,201011161605 METAR VABB NIL=
2010-11-01,201011161540 METAR VABB 161540Z 35006KT 2500 HZ FEW020 SCT100 29/25 Q1010 NOSIG=
2010-11-01,201011161510 METAR VABB 161510Z 01006KT 3000 FU FEW100 29/25 Q1010 NOSIG=
2010-11-01,201011161505 METAR VABB NIL=
2010-11-01,201011161440 METAR VABB 161440Z 34006KT 3000 FU FEW100 29/25 Q1010 NOSIG=
2010-11-01,201011161410 METAR VABB 161410Z 35004KT 3000 FU FEW100 29/24 Q1009 NOSIG=
2010-11-01,201011161405 METAR VABB NIL=
2010-11-01,201011161310 METAR VABB 161310Z 31003KT 4000 FU SCT100 29/25 Q1008 TEMPO 3000 FU=
2010-11-01,201011161305 METAR VABB NIL=
2010-11-01,201011161240 METAR VABB 161240Z 32004KT 4000 FU SCT020 BKN100 29/25 Q1008 NOSIG=
2010-11-01,201011161210 METAR VABB 161210Z 32006KT 4000 FU FEW020 SCT100 30/25 Q1008 NOSIG=
2010-11-01,201011161205 METAR VABB NIL=
2010-11-01,201011161110 METAR VABB 161110Z 30006KT 3500 FU FEW025TCU SCT100 30/25 Q1007 NOSIG=
2010-11-01,201011161105 METAR VABB NIL=
2010-11-01,201011161040 METAR VABB 161040Z 27008KT 3500 FU FEW025 FEW030TCU SCT100 31/25 Q1007 NOSIG=
2010-11-01,201011161010 METAR VABB 161010Z 24008KT 3500 FU FEW020 FEW025TCU SCT100 31/25 Q1007 NOSIG=
2010-11-01,201011161005 METAR VABB NIL=
2010-11-01,201011160940 METAR VABB 160940Z 25007KT 3500 FU FEW020 SCT100 32/25 Q1007 NOSIG=
2010-11-01,201011160910 METAR VABB 160910Z 14005KT 090V180 3500 FU SCT100 32/23 Q1007 NOSIG=
2010-11-01,201011160905 METAR VABB NIL=
2010-11-01,201011160840 METAR VABB 160840Z 13005KT 3500 FU SCT100 32/23 Q1008 NOSIG=
2010-11-01,201011160810 METAR VABB 160810Z 03003KT 3700 FU FEW100 32/23 Q1009 NOSIG=
2010-11-01,201011160805 METAR VABB NIL=
2010-11-01,201011160740 METAR VABB 160740Z 00000KT 3700 FU SCT100 31/24 Q1009 NOSIG=
2010-11-01,201011160710 METAR VABB 160710Z 07004KT 3300 FU SCT100 31/24 Q1010 NOSIG=
2010-11-01,201011160705 METAR VABB NIL=
2010-11-01,201011160640 METAR VABB 160640Z 10005KT 3500 FU SCT100 30/24 Q1011 NOSIG=
2010-11-01,201011160610 METAR VABB 160610Z 07005KT 3500 HZ SCT100 30/24 Q1011 NOSIG=
2010-11-01,201011160605 METAR VABB NIL=
2010-11-01,201011160540 METAR VABB 160540Z 07003KT 3500 HZ SCT100 29/23 Q1012 NOSIG=
2010-11-01,201011160510 METAR VABB 160510Z 02005KT 3500 HZ FEW100 29/23 Q1012 NOSIG=
2010-11-01,201011160505 METAR VABB NIL=
2010-11-01,201011160440 METAR VABB 160440Z 08005KT 3500 HZ SCT100 29/23 Q1013 NOSIG=
2010-11-01,201011160410 METAR VABB 160410Z 06004KT 3200 HZ SCT100 27/23 Q1012 NOSIG=
2010-11-01,201011160405 METAR VABB NIL=
2010-11-01,201011160310 METAR VABB 160310Z 10005KT 2700 HZ FEW020 SCT100 26/23 Q1012 NOSIG=
2010-11-01,201011160305 METAR VABB NIL=
2010-11-01,201011160240 METAR VABB 160240Z 09004KT 2700 HZ FEW020 SCT100 26/23 Q1012 NOSIG=
2010-11-01,201011160210 METAR VABB 160210Z 00000KT 2700 HZ FEW020 SCT100 25/23 Q1012 NOSIG=
2010-11-01,201011160205 METAR VABB NIL=
2010-11-01,201011160140 METAR VABB 160140Z 09003KT 2700 HZ SCT020 FEW030TCU BKN100 25/22 Q1011 NOSIG=
2010-11-01,201011160105 METAR VABB NIL=
2010-11-01,201011160010 METAR VABB 160010Z 02005KT 2900 HZ SCT020 FEW030CB BKN100 25/23 Q1010 TEMPO 1500 TSRA=
2010-11-01,201011160005 METAR VABB NIL=
2010-11-01,201011152340 METAR VABB 152340Z 14003KT 2800 HZ SCT020 FEW030CB BKN100 25/23 Q1010 NOSIG=
2010-11-01,201011152310 METAR VABB 152310Z 16005KT 2900 HZ SCT020 FEW025TCU BKN100 25/22 Q1010 NOSIG=
2010-11-01,201011152305 METAR VABB NIL=
2010-11-01,201011152240 METAR VABB 152240Z 10003KT 2800 -DZ SCT020 FEW025TCU BKN100 25/22 Q1010 NOSIG=
2010-11-01,201011152210 METAR VABB 152210Z 05003KT 2800 HZ FEW020 BKN100 25/22 Q1010 NOSIG=
2010-11-01,201011152205 METAR VABB NIL=
2010-11-01,201011152140 METAR VABB 152140Z 06004KT 2800 HZ FEW020 BKN100 25/22 Q1011 NOSIG=
2010-11-01,201011152110 METAR VABB 152110Z 05008KT 2500 HZ FEW020 SCT100 25/23 Q1010 NOSIG=
2010-11-01,201011152105 METAR VABB NIL=
2010-11-01,201011152040 METAR VABB 152040Z 07007KT 2300 HZ FEW020 SCT100 24/23 Q1010 NOSIG=
2010-11-01,201011152010 METAR VABB 152010Z 09009KT 2300 HZ SCT020 SCT100 24/23 Q1011 NOSIG=
2010-11-01,201011152005 METAR VABB NIL=
2010-11-01,201011151940 METAR VABB 151940Z 05007KT 2500 HZ SCT020 FEW025TCU SCT100 25/23 Q1011 NOSIG=
2010-11-01,201011151910 METAR VABB 151910Z 06008KT 2100 HZ FEW020 FEW025TCU BKN100 24/22 Q1012 NOSIG=
2010-11-01,201011151905 METAR VABB NIL=
2010-11-01,201011151840 METAR VABB 151840Z 09009KT 2100 HZ FEW020 FEW030CB BKN100 25/22 Q1012 NOSIG=
2010-11-01,201011151810 METAR VABB 151810Z 01005KT 2500 HZ SCT020 FEW030CB BKN100 25/22 Q1012=
2010-11-01,201011151805 METAR VABB NIL=
2010-11-01,201011151740 METAR VABB 151740Z 01005KT 2500 -TSRA SCT018 FEW030CB OVC080 25/22 Q1012 TEMPO 1500 TSRA=
2010-11-01,201011151710 METAR VABB 151710Z 35006KT 2100 -TSRA SCT018 FEW030CB OVC080 24/23 Q1013 TEMPO 1500 TSRA=
2010-11-01,201011151705 METAR VABB NIL=
2010-11-01,201011151640 METAR VABB 151640Z 35008KT 2100 -TSRA SCT018 FEW030CB BKN090 24/23 Q1013 TEMPO 1500 TSRA=
2010-11-01,201011151610 METAR VABB 151610Z 01006KT 2200 -TSRA SCT018 FEW030CB BKN090 25/22 Q1014 TEMPO 1500 TSRA=
2010-11-01,201011151605 METAR VABB NIL=
2010-11-01,201011151540 METAR VABB 151540Z 06004KT 2200 -TSRA SCT018 FEW030CB BKN090 24/22 Q1013 TEMPO 1500 TSRA=
2010-11-01,201011151505 METAR VABB NIL=
2010-11-01,201011151440 METAR VABB 151440Z 07012G22KT 2000 TSRA SCT020 FEW030CB BKN090 23/22 Q1013 TEMPO 1500 TSRA=
2010-11-01,201011151405 METAR VABB NIL=
2010-11-01,201011151310 METAR VABB 151310Z 30007KT 3100 FU SCT020 FEW030CB SCT100 30/25 Q1010 NOSIG=
2010-11-01,201011151305 METAR VABB NIL=
2010-11-01,201011151240 METAR VABB 151240Z 30006KT 3100 FU SCT020 FEW030CB 30/25 Q1009 NOSIG=
2010-11-01,201011151210 METAR VABB 151210Z 30006KT 3500 FU FEW020 FEW025TCU 31/24 Q1009 NOSIG=
2010-11-01,201011151205 METAR VABB NIL=
2010-11-01,201011151140 METAR VABB 151140Z 30006KT 3500 FU FEW020 FEW025TCU 31/24 Q1009 NOSIG=
2010-11-01,201011151110 METAR VABB 151110Z 30008KT 3500 FU FEW020 FEW025TCU 31/24 Q1009 NOSIG=
2010-11-01,201011151105 METAR VABB NIL=
2010-11-01,201011151040 METAR VABB 151040Z 30009KT 3500 FU FEW020 FEW025TCU 32/24 Q1009 NOSIG=
2010-11-01,201011151010 METAR VABB 151010Z 28007KT 3500 FU FEW020 FEW025TCU 32/24 Q1009 NOSIG=
2010-11-01,201011151005 METAR VABB NIL=
2010-11-01,201011150940 METAR VABB 150940Z 26009KT 3500 FU FEW020 SCT025 32/24 Q1009 NOSIG=
2010-11-01,201011150910 METAR VABB 150910Z 25010KT 3500 FU SCT025 SCT100 32/24 Q1009 NOSIG=
2010-11-01,201011150905 METAR VABB NIL=
2010-11-01,201011150840 METAR VABB 150840Z 26008KT 3500 FU FEW020 SCT100 33/24 Q1010 NOSIG=
2010-11-01,201011150810 METAR VABB 150810Z 10006KT 4000 FU FEW020 SCT100 34/24 Q1011 NOSIG=
2010-11-01,201011150805 METAR VABB NIL=
2010-11-01,201011150740 METAR VABB 150740Z 02005KT 4000 FU FEW020 SCT100 33/23 Q1011 NOSIG=
2010-11-01,201011150710 METAR VABB 150710Z 35005KT 3200 FU FEW020 BKN100 32/23 Q1012 NOSIG=
2010-11-01,201011150705 METAR VABB NIL=
2010-11-01,201011150640 METAR VABB 150640Z 01006KT 3200 FU FEW020 BKN100 32/23 Q1013 NOSIG=
2010-11-01,201011150610 METAR VABB 150610Z 02006KT 3500 FU FEW020 BKN100 32/23 Q1013 NOSIG=
2010-11-01,201011150605 METAR VABB NIL=
2010-11-01,201011150540 METAR VABB 150540Z 06005KT 3500 HZ FEW020 BKN100 31/23 Q1014 NOSIG=
2010-11-01,201011150510 METAR VABB 150510Z 00000KT 3500 HZ FEW020 BKN100 31/23 Q1014 NOSIG=
2010-11-01,201011150505 METAR VABB NIL=
2010-11-01,201011150440 METAR VABB 150440Z 32004KT 3000 HZ FEW020 FEW025TCU BKN100 29/24 Q1015 NOSIG=
2010-11-01,201011150410 METAR VABB 150410Z 00000KT 3000 HZ FEW018 FEW025TCU BKN100 29/24 Q1015 NOSIG=
2010-11-01,201011150405 METAR VABB NIL=
2010-11-01,201011150340 METAR VABB 150340Z 34003KT 3000 HZ FEW018 FEW025TCU BKN100 28/23 Q1015 NOSIG=
2010-11-01,201011150310 METAR VABB 150310Z 11006KT 3000 HZ SCT018 FEW025TCU BKN100 27/23 Q1014 TEMPO 1500 HZ=
2010-11-01,201011150305 METAR VABB NIL=
2010-11-01,201011150240 METAR VABB 150240Z 08004KT 3000 HZ SCT018 FEW030CB BKN100 26/23 Q1014 TEMPO 1500 SHRA=
2010-11-01,201011150210 METAR VABB 150210Z 13005KT 3000 HZ SCT018 FEW030CB BKN100 27/23 Q1014 TEMPO 1500 SHRA=
2010-11-01,201011150205 METAR VABB NIL=
2010-11-01,201011150110 METAR VABB 150110Z 11006KT 3200 TS SCT020 FEW030CB BKN100 26/23 Q1014 TEMPO 1500 TSRA=
2010-11-01,201011150105 METAR VABB NIL=
2010-11-01,201011150010 METAR VABB 150010Z 00000KT 3500 HZ FEW020 SCT100 27/23 Q1012 NOSIG=
2010-11-01,201011150005 METAR VABB NIL=
2010-11-01,201011142340 METAR VABB 142340Z 09005KT 3500 HZ FEW020 SCT100 27/23 Q1012 NOSIG=
2010-11-01,201011142310 METAR VABB 142310Z 13006KT 3500 HZ FEW020 BKN100 27/23 Q1012 NOSIG=
2010-11-01,201011142305 METAR VABB NIL=
2010-11-01,201011142240 METAR VABB 142240Z 00000KT 3500 HZ FEW020 BKN100 27/22 Q1012 NOSIG=
2010-11-01,201011142210 METAR VABB 142210Z 08005KT 3500 FU FEW020 BKN100 27/23 Q1012 NOSIG=
2010-11-01,201011142205 METAR VABB NIL=
2010-11-01,201011142140 METAR VABB 142140Z 17003KT 3500 FU FEW020 BKN100 27/23 Q1012 NOSIG=
2010-11-01,201011142110 METAR VABB 142110Z 11004KT 4000 FU FEW020 BKN100 27/22 Q1012 NOSIG=
2010-11-01,201011142105 METAR VABB NIL=
2010-11-01,201011142040 METAR VABB 142040Z 19003KT 4000 FU FEW020 FEW030CB BKN100 27/22 Q1012 NOSIG=
2010-11-01,201011142010 METAR VABB 142010Z 10004KT 4000 FU FEW020 FEW030CB BKN100 27/22 Q1012 NOSIG=
2010-11-01,201011142005 METAR VABB NIL=
2010-11-01,201011141940 METAR VABB 141940Z 14003KT 4000 FU FEW020 FEW030CB BKN100 27/21 Q1012 NOSIG=
2010-11-01,201011141910 METAR VABB 141910Z 00000KT 4000 FU SCT020 FEW030CB BKN100 28/21 Q1013 NOSIG=
2010-11-01,201011141905 METAR VABB NIL=
2010-11-01,201011141810 METAR VABB 141810Z 11006KT 3500 FU FEW020 FEW030CB BKN100 27/22 Q1013 NOSIG=
2010-11-01,201011141805 METAR VABB NIL=
2010-11-01,201011141740 METAR VABB 141740Z 08006KT 3500 FU FEW020 FEW030CB BKN100 28/20 Q1013 NOSIG=
2010-11-01,201011141710 METAR VABB 141710Z 11005KT 3500 FU FEW020 FEW030CB SCT100 28/19 Q1013 NOSIG=
2010-11-01,201011141705 METAR VABB NIL=
2010-11-01,201011141640 METAR VABB 141640Z 00000KT 3500 FU SCT020 FEW030CB SCT100 28/19 Q1013 NOSIG=
2010-11-01,201011141610 METAR VABB 141610Z 15006KT 3500 TS SCT020 FEW030CB SCT100 28/19 Q1013 NOSIG=
2010-11-01,201011141605 METAR VABB NIL=
2010-11-01,201011141540 METAR VABB 141540Z 00000KT 3500 TS SCT020 FEW030CB SCT100 28/19 Q1013 NOSIG=
2010-11-01,201011141510 METAR VABB 141510Z 34004KT 3500 TS SCT020 FEW030CB SCT100 28/19 Q1012 NOSIG=
2010-11-01,201011141505 METAR VABB NIL=
2010-11-01,201011141440 METAR VABB 141440Z 04007KT 3000 TS SCT020 FEW030CB SCT100 28/19 Q1013 NOSIG=
2010-11-01,201011141410 METAR VABB 141410Z 10008KT 3000 TS SCT020 FEW030CB SCT100 29/22 Q1012 NOSIG=
2010-11-01,201011141405 METAR VABB NIL=
2010-11-01,201011141340 METAR VABB 141340Z 24004KT 3000 TS FEW020 FEW030CB SCT100 30/24 Q1011 NOSIG=
2010-11-01,201011141305 METAR VABB NIL=
2010-11-01,201011141210 METAR VABB 141210Z 31007KT 3500 FU FEW020 FEW025TCU 30/25 Q1010 NOSIG=
2010-11-01,201011141205 METAR VABB NIL=
2010-11-01,201011141140 METAR VABB 141140Z 30009KT 3500 FU FEW020 FEW025TCU 31/25 Q1009 NOSIG=
2010-11-01,201011141110 METAR VABB 141110Z 29009KT 4000 FU FEW020 FEW025TCU 31/25 Q1009 NOSIG=
2010-11-01,201011141105 METAR VABB NIL=
2010-11-01,201011141040 METAR VABB 141040Z 31010KT 5000 FU FEW020 FEW025TCU 31/25 Q1008 NOSIG=
2010-11-01,201011141005 METAR VABB NIL=
2010-11-01,201011140940 METAR VABB 140940Z 30008KT 4000 FU FEW020 FEW025TCU 32/25 Q1009 BECMG 5000 FU=
2010-11-01,201011140910 METAR VABB 140910Z 28009KT 4000 FU FEW025 32/25 Q1009 NOSIG=
2010-11-01,201011140905 METAR VABB NIL=
2010-11-01,201011140840 METAR VABB 140840Z 29010KT 4000 FU FEW025 32/25 Q1009 NOSIG=
2010-11-01,201011140810 METAR VABB 140810Z 28008KT 4000 FU FEW020 32/24 Q1009 NOSIG=
2010-11-01,201011140805 METAR VABB NIL=
2010-11-01,201011140740 METAR VABB 140740Z 27009KT 4000 FU FEW020 33/24 Q1010 NOSIG=
2010-11-01,201011140710 METAR VABB 140710Z 14003KT 4000 FU FEW020 33/23 Q1010 NOSIG=
2010-11-01,201011140705 METAR VABB NIL=
2010-11-01,201011140640 METAR VABB 140640Z 11003KT 4500 FU FEW020 33/23 Q1011 NOSIG=
2010-11-01,201011140610 METAR VABB 140610Z 16004KT 4500 FU FEW020 32/23 Q1011 BECMG 5000 FU=
2010-11-01,201011140605 METAR VABB NIL=
2010-11-01,201011140540 METAR VABB 140540Z 12006KT 4500 FU FEW020 32/23 Q1012 BECMG 5000 FU=
2010-11-01,201011140510 METAR VABB 140510Z 07003KT 4500 FU FEW020 31/23 Q1012 NOSIG=
2010-11-01,201011140505 METAR VABB NIL=
2010-11-01,201011140440 METAR VABB 140440Z 04006KT 4000 FU FEW020 30/24 Q1013 NOSIG=
2010-11-01,201011140410 METAR VABB 140410Z 07006KT 4000 FU FEW020 29/24 Q1012 BECMG 5000 FU=
2010-11-01,201011140405 METAR VABB NIL=
2010-11-01,201011140310 METAR VABB 140310Z 04004KT 2700 HZ FEW020 28/23 Q1012 NOSIG=
2010-11-01,201011140305 METAR VABB NIL=
2010-11-01,201011140240 METAR VABB 140240Z 02003KT 2300 HZ FEW020 28/24 Q1011 NOSIG=
2010-11-01,201011140205 METAR VABB NIL=
2010-11-01,201011140140 METAR VABB 140140Z 01003KT 3500 HZ FEW020 SCT100 27/24 Q1011 NOSIG=
2010-11-01,201011140110 METAR VABB 140110Z 02004KT 3500 HZ FEW020 SCT100 27/24 Q1010 NOSIG=
2010-11-01,201011140105 METAR VABB NIL=
2010-11-01,201011140040 METAR VABB 140040Z 02004KT 3500 HZ FEW020 SCT100 27/24 Q1010 NOSIG=
2010-11-01,201011140010 METAR VABB 140010Z 01004KT 3500 HZ FEW020 SCT100 27/24 Q1010 NOSIG=
2010-11-01,201011140005 METAR VABB NIL=
2010-11-01,201011132340 METAR VABB 132340Z 02004KT 3500 HZ FEW020 SCT100 27/24 Q1009 NOSIG=
